,ENGLISH,GERMAN
145537,im sorry i wasnt able to see you when you came by today,tut mir leid dass ich dich nicht treffen konnte als du vorbeigekommen bist
145538,im sorry i wasnt able to see you when you came by today,tut mir leid mich nicht mit euch treffen gekonnt zu haben als ihr vorbeigekommen seid
145539,im sorry but i have a previous appointment for tomorrow,tut mir leid aber fur morgen habe ich schon eine verabredung
145540,im the only one other than tom who knows how to fix this,ich bin auer tom die einzige die das reparieren kann
145541,im the only one other than tom who knows how to fix this,ich bin auer tom der einzige der das reparieren kann
145542,ive caught a lot of fish here its a great fishing spot,hier habe ich viele fische gefangen das ist ein hervorragender angelplatz
145543,ive looked through your report and made some notes on it,ich habe ihren bericht durchgesehen und einige anmerkungen gemacht
145544,ive never witnessed so much debauchery in my entire life,ich habe in meinem ganzen leben noch nie so viel an ausschweifungen gesehen
145545,if i had the money i would immediately buy this computer,hatte ich das geld wurde ich mir sofort diesen computer zulegen
145546,if i were rich i would do so as it is i can do nothing,wenn ich reich ware wurde ich das tun so wie es ist kann ich nichts machen
145547,if id only taken the time to read the instruction manual,wenn ich mir nur die zeit genommen hatte um die bedienungsanleitung zu lesen
145548,if ufos were to attack the earth what would become of us,wenn ufos die erde angriffen was wurde dann mit uns geschehen
145549,if ufos were to attack the earth what would become of us,was wurde aus uns wenn ufos die erde attackierten
145550,if anyone should phone say i will be back at one oclock,wenn jemand anruft sag dass ich um ein uhr zuruck bin
145551,if hed taken his doctors advice he might not have died,wenn er den rat seines arztes befolgt hatte so ware er moglicherweise nicht gestorben
145552,if we dont finish this job well lose the next contract,wenn wir diese aufgabe nicht vollenden werden wir den nachsten vertrag verlieren
145553,if we hadnt lost our way we would have been here sooner,wenn wir uns nicht verirrt hatten waren wir fruher hier gewesen
145554,if you cant keep your promise what excuse will you make,wenn du dein versprechen nicht halten kannst welche entschuldigung bringst du dann vor
145555,if you happen to see him please give him my best regards,wenn du ihn zufallig siehst gru ihn schon von mir
145556,if you run into trouble ill help and so will my father,wenn du in schwierigkeiten geratst helfe ich dir und mein vater hilft dir auch
145557,if you want to do that im not going to try and stop you,wenn du das denn willst werde ich keinen versuch unternehmen dich aufzuhalten
145558,in the statue was built in the hiroshima peace park,wurde die statue im hiroshimafriedenspark errichtet
145559,in america you are a minor if you are under years old,in amerika ist man minderjahrig wenn man junger als jahre ist
145560,in japan radioactive cesium was detected in baby formula,in japan ist radioaktives casium in milchnahrung fur sauglinge entdeckt worden
145561,in japan radioactive cesium was detected in baby formula,in japan wurde radioaktives casium in milchnahrung fur sauglinge entdeckt
145562,in south america there are many traces of indian culture,in sudamerika finden sich viele spuren indianischer kultur
145563,in accepting the money he lost the respect of the people,als er das geld annahm verlor er den respekt der leute
145564,in accepting the money he lost the respect of the people,indem er das geld annahm verlor er die achtung des volkes
145565,in accepting the money he lost the respect of the people,er verlor die achtung seines volkes als er das geld annahm
145566,in case i cant come ill give you a call beforehand,falls ich nicht kommen kann werde ich sie vorher anrufen
145567,in case i cant come ill give you a call beforehand,falls ich nicht kommen kann rufe ich dich vorher an
145568,in her opinion he is the best musician she has ever seen,ihrer meinung nach ist er der beste musiker den sie je gesehen hat
145569,in spite of these dangers mountaineering is very popular,trotz dieser gefahren ist die bergsteigerei sehr beliebt
145570,in the united states most goods still travel by railroad,in den vereinigten staaten werden die meisten guter noch auf der schiene transportiert
145571,in the near future we may have a big earthquake in japan,in der nahen zukunft konnte es in japan zu einem groen erdbeben kommen
145572,is it ok to feed my dog the same thing that i feed my cat,ist es in ordnung wenn ich meinem hund das gleiche futter wie meiner katze gebe
145573,is it true that japanese think the number four is unlucky,stimmt es dass die japaner die zahl vier fur ungluckbringend halten
145574,is that the man whose wife was killed in the car accident,ist das der mann dessen frau bei dem autounfall ums leben kam
145575,it almost scared me not to see you online for a whole day,es hat mir fast angst gemacht dich einen ganzen tag nicht online zu sehen
145576,it goes without saying that honesty is the key to success,selbstverstandlich ist ehrlichkeit der schlussel zum erfolg
145577,it goes without saying that smoking is bad for the health,es versteht sich von selbst dass rauchen der gesundheit schadet
145578,it is difficult to translate a poem into another language,es ist schwierig ein gedicht in eine andere sprache zu ubersetzen
145579,it is difficult if not impossible to solve this problem,es ist schwierig wenn nicht gar unmoglich diese aufgabe zu losen
145580,it is not polite to interrupt someone while he is talking,es ist unhoflich jemanden der gerade spricht zu unterbrechen
145581,it is up to you to decide whether we will go there or not,du entscheidest ob wir dahin gehen oder nicht
145582,it makes no difference to me whether you are rich or poor,es spielt fur mich keine rolle ob du arm oder reich bist
145583,it never occurred to me that she was sick in the hospital,ich habe nicht im entferntesten daran gedacht dass sie im krankenhaus lage
145584,it says in the bible man shall not live on bread alone,in der bibel steht der mensch lebt nicht vom brot allein
145585,it seems that the teacher mistook me for my older brother,der lehrer hat mich anscheinend mit meinem alteren bruder verwechselt
145586,it took tom months to recover from his motorbike accident,tom brauchte monate ehe er von seinem motorradunfall genas
145587,it took tom months to recover from his motorbike accident,es dauerte monate bis sich tom von seinem motorradunfall erholt hatte
145588,it was difficult for him to hide his pride in his success,es fiel ihm schwer seinen stolz uber seinen erfolg zu verstecken
145589,it was hard for tom to tell mary that he wanted a divorce,es fiel tom schwer maria mitzuteilen dass er die scheidung wollte
145590,it was less than one kilometer to the village post office,es war weniger als ein kilometer bis zu dem dorfpostamt
145591,it was the hungry bears that the villagers were afraid of,es waren die hungrigen baren vor denen sich die dorfbewohner furchteten
145592,it was tremendously exciting to be in boston at that time,es war ungemein aufregend zu dieser zeit in boston zu sein
145593,it wont be difficult to find somebody to do that for you,es wird sich leicht jemand finden lassen der das fur dich erledigt
145594,it would be best to leave it to a man who knows the ropes,es ware das beste es jemandem zu uberlassen der wei wie die sache lauft
145595,itd be better if you didnt associate with men like that,es ware besser wenn du mit solchen mannern keinen umgang pflegtest
145596,its about time we brought this party to an end isnt it,es ist an der zeit dass wir diese party zu ende brachten oder
145597,its been three years since my younger sister got married,es ist drei jahre her seit meine jungere schwester geheiratet hat
145598,its difficult to find ones way around in a strange city,es ist schwer sich in einer fremden stadt zurechtzufinden
145599,its never easy to tell whether hes being serious or not,es ist nie einfach zu sagen ob er es ernst meint oder nicht
145600,its no use worrying about it theres nothing you can do,es hat keinen sinn sich daruber zu sorgen sie konnen da nichts machen
145601,its no use worrying about it theres nothing you can do,es hat keinen zweck sich deswegen zu beunruhigen es gibt nichts was du unternehmen kannst
